id,age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
49539,28,F,773,En Couple,2,true,7777 TH 30
49540,21,M,764,En Couple,1,true,8542 RB 35
49573,80,M,492,En Couple,4,true,4575 PT 53
49578,32,F,1179,N/D,3,true,4166 QE 87
49582,42,M,748,En Couple,3,true,7496 LD 36
49595,25,F,233,En Couple,3,true,533 GY 76
49597,18,M,802,En Couple,1,true,8839 TL 56
49598,83,M,485,En Couple,1,true,2320 WU 54
49613,31,F,1096,En Couple,3,true,1631 AC 50
49614,22,M,470,En Couple,4,true,841 WP 70
49639,51,F,475,En Couple,4,true,7851 KX 10
49645,33,M,420,En Couple,2,true,1017 UW 26
49651,56,M,161,En Couple,1,true,8310 JZ 57
49659,80,M,854,En Couple,0,true,5659 ZZ 17
49661,61,M,545,En Couple,1,true,619 JZ 64
49662,22,F,928,En Couple,0,true,4098 FS 49
49667,38,M,1055,En Couple,3,true,4483 JY 66
49669,27,M,167,En Couple,2,true,9003 DD 33
49670,47,M,785,En Couple,2,true,4439 KT 23
49679,57,M,168,En Couple,3,true,9219 MV 44
49687,30,F,581,En Couple,1,true,5463 NO 87
49701,26,F,581,En Couple,4,true,4784 HR 64
49707,44,M,1108,En Couple,2,true,2926 IA 17
49718,73,F,445,En Couple,2,true,254 RX 22
49722,52,F,435,En Couple,3,true,2925 DM 86
49744,20,M,1183,En Couple,2,true,7547 LS 58
49749,39,M,724,En Couple,0,true,2714 XC 56
49752,41,F,1364,En Couple,0,true,1090 EH 85
49761,80,F,539,En Couple,2,true,5680 MU 27
49772,74,M,436,En Couple,4,true,9652 LI 59
49777,51,M,170,En Couple,2,true,6382 UX 89
49779,37,M,496,En Couple,4,true,911 QY 54
49786,18,M,452,En Couple,2,true,6663 DN 35
49788,29,F,978,En Couple,0,true,5924 OF 14
49792,21,F,780,En Couple,3,true,6422 UK 82
49811,46,F,505,En Couple,1,true,1959 DQ 37
49813,19,M,589,En Couple,4,true,2550 OQ 31
49825,18,M,447,En Couple,0,true,2908 EH 46
49826,27,M,1135,En Couple,0,true,4087 EG 39
49829,26,M,1185,En Couple,4,true,8329 FH 38
49844,27,M,477,En Couple,0,true,4253 PK 55
49846,23,F,814,En Couple,4,true,8827 FV 25
49851,?,M,1106,En Couple,0,true,6873 RU 27
49855,69,F,453,En Couple,0,true,4453 UM 69
49860,75,M,493,En Couple,0,true,8927 PO 72
49861,42,F,167,En Couple,1,true,5528 UQ 86
49867,40,M,241,En Couple,0,true,8938 VV 15
49872,18,M,979,En Couple,1,true,140 JO 44
49890,18,F,452,En Couple,2,true,5876 BU 38
49892,30,F,159,En Couple,0,true,2280 TU 67
49902,34,F,454,En Couple,3,true,6211 DT 17
49903,22,F,442,En Couple,1,true,3323 US 41
49909,39,M,174,En Couple,0,true,3881 AQ 34
49915,33,F,498,En Couple,1,true,279 VX 20
49925,19,M,1071,En Couple, ,true,1233 SJ 95
49931,62,M,247,En Couple,4,true,8464 NW 47
49935,58,M,169,En Couple,3,true,266 QI 53
49938,41,M,418,En Couple,3,true,1367 IE 22
49945,23,M,457,En Couple,2,true,7835 BV 55
49947,72,F,489,En Couple,0,true,419 FE 65
49958,22,M,967,En Couple,2,true,2017 TU 20
49974,66,M,902,En Couple,2,true,5088 GN 74
49975,54,M,517,En Couple,4,true,2592 SG 73
49979,25,M,461,En Couple,0,true,3832 CZ 95
49985,79,M,449,En Couple,2,true,5981 FT 59
50005,26,F,543,En Couple,1,true,5545 AO 40
50007,18,M,425,En Couple,3,true,3242 AC 60
50014,60,M,554,En Couple,4,true,8657 HZ 35
50023,18,M,997,En Couple,3,true,4770 GQ 47
50029,64,M,542,En Couple,2,true,3384 JY 10
50031,76,M,1041,En Couple,1,true,9097 CV 21
50035,19,F,219,En Couple,0,true,1755 GN 57
50045,46,M,446,En Couple,0,true,2222 EI 61
50051,33,M,549,En Couple,1,true,5147 KH 83
50074,45,F,244,En Couple,4,true,4835 QB 68
50084,56,M,157,En Couple,3,true,9467 BW 68
50093,51,F,1143,En Couple,2,true,818 ET 55
50095,53,M,241,En Couple,4,true,1954 KR 17
50113,47,M,557,En Couple,0,true,9203 PO 76
50119,76,M,193,En Couple,2,true,559 KN 47
50137,74,M,599,En Couple,4,true,1776 BB 32
50152,20,M,419,En Couple,4,true,5543 JA 93
50160,65,F,479,En Couple,0,true,2991 VW 89
50182,49,M,178,En Couple,2,true,7088 SF 59
50198,75,F,197,En Couple,1,true,9281 GY 64
50201,44,M,847,En Couple,2,true,5291 NH 22
50218,26,M,453,En Couple,2,true,1237 YT 15
50220,37,M,1018,En Couple,2,true,4280 NA 30
50233,20,F,806,En Couple,1,true,4901 QB 80
50234,71,M,591,En Couple,0,true,5635 UW 13
50236,41,M,919,En Couple,2,true,6236 KO 64
50240,76,M,582,En Couple,1,true,2495 QI 17
50245,18,F,414,En Couple,2,true,6137 BW 51
50247,26,M,239,En Couple,4,true,4578 DE 94
50249,42,M,469,En Couple,3,true,4092 LZ 85
50279,38,M,565,En Couple,1,true,7332 TP 93
50281,26,M,596,En Couple,3,true,4891 TH 56
50287,62,M,511,En Couple,1,true,7595 GN 49
50290,63,M,571,En Couple,3,true,5779 FL 75
50300,34,M,1075,En Couple,2,true,1954 PM 72
50301,57,M,504,En Couple,0,true,4642 EL 71
50302,54,M,978,En Couple,0,true,7076 HC 87
50311,77,M,1256,En Couple,3,true,9230 WN 42
50315,18,M,463,En Couple,3,true,2642 XQ 87
50330,37,F,157,En Couple,2,true,8531 VD 42
50335,20,M,1288,En Couple,1,true,4702 WB 91
50336,50,F,508,En Couple,0,true,5178 TR 26
50366,35,M,1378,En Couple,3,true,9148 CS 73
50382,32,M,536,En Couple,0,true,2698 MG 47
50386,46,F,497,En Couple,4,true,2165 QZ 40
50394,23,M,1226,En Couple,0,true,1135 IC 17
50396,18,M,422,N/D,4,true,3704 ZR 26
50400,58,M,594,En Couple,1,true,2900 FV 78
50413,56,M,225,En Couple,2,true,3472 QE 98
50416,28,F,1339,En Couple,4,true,2765 VC 98
50428,27,M,165,En Couple,4,true,1302 WM 79
50429,34,M,448,En Couple,2,true,2265 YY 40
50435,83,M,408,En Couple,0,true,9931 SF 88
50446,49,F,1110,En Couple,0,true,3732 RW 71
50453,20,M,203,En Couple,2,true,4901 JN 16
50465,48,M,409,En Couple,2,true,8250 LG 41
50473,44,M,596,En Couple,2,true,6487 KJ 42
50476,36,M,983,En Couple,2,true,8270 VN 21
50495,25,M,247,En Couple,4,true,7305 JP 75
50504,56,M,417,En Couple,0,true,2059 EY 63
50511,24,M,188,En Couple,0,true,638 LM 57
50524,55,M,160,En Couple,4,true,7042 AK 71
50538,27,F,820,En Couple,0,true,4407 HC 23
50548,50,M,770,En Couple,1,true,6023 MF 16
50552,61,M,1285,En Couple,3,true,9614 YS 77
50553,58,M,1091,En Couple,1,true,5743 YL 86
50559,29,M,402,En Couple,0,true,8074 EC 68
50560,51,F,400,En Couple,3,true,7878 VK 89
50563,34,F,416,En Couple,2,true,4646 GY 49
50575,24,F,248,En Couple,2,true,3671 WG 73
50587,18,M,451,En Couple,4,true,4264 BQ 84
50588,33,F,478,En Couple,0,true,3602 MV 86
50590,20,M,425,En Couple,1,true,4927 HS 66
50593,22,M,418,En Couple,1,true,9967 LZ 74
50597,48,M,1046,En Couple,1,true,1670 UU 73
50598,55,M,702,En Couple,4,true,7231 FZ 98
50613,71,M,1047,En Couple,4,true,6764 BS 65
50616,38,F,424,En Couple,2,true,5655 OJ 41
50619,80,M,738,En Couple,3,true,9318 SI 16
50623,27,M,530,En Couple,0,true,2172 YY 40
50626,48,M,912,En Couple,1,true,802 CA 92
50628,62,M,153,En Couple,2,true,5848 ZU 72
50652,79,M, ,En Couple,1,true,6228 FO 83
50665,23,M,564,En Couple,4,true,7862 LF 75
50681,80,M,417,En Couple,2,true,9409 IP 83
50701,50,M,407,En Couple,0,true,3461 CZ 26
50711,27,M,556,En Couple,3,true,3286 KV 54
50722,49,M,181,En Couple,1,true,6979 JZ 84
50725,66,M,164,En Couple,3,true,4470 PW 81
50748,29,M,440,En Couple,2,true,9482 LT 51
50752,68,M,436,En Couple,4,true,4399 DA 62
50754,18,F,586,En Couple,1,true,4880 LA 12
50757,27,F,158,Marie(e),0,true,5748 VP 35
50767,26,M,465,En Couple,4,true,2685 NB 41
50771,48,F,594,En Couple,1,true,6957 TE 24
50772,46,F,224,En Couple,1,true,7846 FB 62
50793,45,M,548,En Couple,1,true,2655 IO 46
50794,49,F,584,En Couple,0,true,2545 RJ 80
50815,26,M,503,En Couple,0,true,1118 WX 83
50818,19,M,587,En Couple,0,true,778 XD 30
50826,51,M,455,En Couple,4,true,958 MB 67
50828,49,F,1394,En Couple,1,true,1989 LL 79
50831,42,M,573,En Couple,4,true,3854 UY 98
50842,54,M,1287,En Couple,2,true,5969 MM 72
50849,71,M,1064,En Couple,0,true,3360 LG 30
50860,28,F,544,En Couple,0,true,4866 YA 64
50876,49,M,552,En Couple,2,true,4442 KZ 70
50880,64,M,524,En Couple,0,true,7775 QR 75
50882,84,M,181,En Couple,0,true,2182 PY 48
50907,43,M,535,En Couple,4,true,5781 VW 26
50911,23,M,852,En Couple,0,true,5210 LA 34
50915,22,M,466,En Couple,4,true,9296 TA 46
50933,45,M,583,En Couple,2,true,6744 FX 22
50944,82,M,781,En Couple,3,true,8378 LC 60
50957,27,F,561,En Couple,4,true,9036 UO 93
50967,59,F,496,En Couple,0,true,8462 NJ 95
50971,41,M,1254,En Couple,3,true,117 AL 21
50976,43,M,557,En Couple,3,true,4840 TV 49
51003,52,M,401,En Couple,1,true,9529 PJ 16
51009,29,F,1029,En Couple,0,true,2321 UK 62
51014,19,M,495,En Couple,2,true,1186 NA 93
51017,36,F,1394,En Couple,4,true,4910 VX 13
51022,48,M,1019,En Couple,1,true,9084 FV 20
51023,50,M,536,En Couple,1,true,3724 FJ 76
51049,50,M,457,En Couple,1,true,4377 XR 20
51064,27,M,557,En Couple,0,true,7948 OQ 22
51069,32,M,171,En Couple,0,true,1472 SG 18
51074,25,M,1128,En Couple,0,true,4598 FQ 52
51083,40,F,492,En Couple,0,true,173 EE 59
51085,75,M,494,En Couple,3,true,9531 PF 27
51086,67,F,1242,En Couple,1,true,6490 MM 89
51094,69,M,528,En Couple,2,true,8056 MA 53
51096,58,M,432,En Couple,1,true,3760 ZQ 69
51097,49,M,560,En Couple,0,true,4727 QO 66
51103,41,F,557,En Couple,2,true,3864 OD 60
51114,40,M,470,En Couple,3,true,9917 VW 40
51115,62,M,568,En Couple,2,true,1615 AM 13
51130,42,M,1222,En Couple,2,true,9330 SP 21
51136,20,M,518,En Couple,0,true,2231 AB 45
51137,21,M,793,En Couple,0,true,1815 QL 92
51146,44,M,413,En Couple,1,true,2192 IV 25
51154,56,M,546,En Couple,2,true,327 QF 27
51158,18,F,732,En Couple,2,true,4521 OO 72
51162,39,M,787,En Couple,1,true,9973 BZ 71
51181,27,M,1314,En Couple,0,true,6344 LT 88
51187,43,M,1166,En Couple,2,true,5721 FR 25
51189,55,F,576,En Couple,3,true,9787 EN 18
51198,32,M,543,En Couple,3,true,3353 BB 97
51216,20,?,451,En Couple,2,true,4401 FC 10
51218,22,M,581,En Couple,2,true,3134 UP 62
51221,37,F,1239,En Couple,4,true,8412 AY 78
51223,44,M,1162,En Couple,2,true,8422 KO 39
51224,52,M,419,En Couple,1,true,662 SV 18
51242,29,M,491,En Couple,4,true,7770 MI 23
51247,69,M,479,En Couple,1,true,4887 BB 14
51254,28,M,1285,En Couple,4,true,1502 FG 71
51268,37,M,239,En Couple,3,true,3890 YS 10
51270,27,M,475,Marie(e),0,true,9639 YG 92
51277,33,F,410,En Couple,0,true,6193 QA 30
51285,35,M,578,En Couple,4,true,9063 PG 78
51287,48,M,585,En Couple, ,true,3225 FX 65
51293,22,M,1201,En Couple,4,true,5268 EB 12
51300,27,M,544,En Couple,4,true,7441 CH 37
51306,42,M,500,En Couple,1,true,4147 YX 89
51312,59,M,537,En Couple,2,true,4546 QE 20
51328,61,M,805,En Couple,1,true,3702 CB 82
51331,28,M,509,En Couple,4,true,4270 QR 96
51363,42,F,1194,En Couple,3,true,6290 HN 65
51365,25,M,727,En Couple,0,true,2226 PP 67
51384,74,M,556,En Couple,1,true,9708 QI 43
51392,33,M,226,En Couple,2,true,575 TR 87
51399,43,M,479,En Couple,3,true,5076 DR 20
51410,50,M,828,En Couple,1,true,9981 GD 60
51420,45,M,180,En Couple,2,true,710 YN 23
51450,31,M,475,En Couple,1,true,1171 KQ 42
51460,53,F,530,En Couple,2,true,9429 FT 30
51461,69,F,163,En Couple,0,true,5266 RM 33
51473,40,F,418,En Couple,1,true,1890 CS 47
51476,32,M,166,En Couple,1,true,6320 XV 53
51509,50,M,423,En Couple,1,true,5633 NS 10
51514,31,M,580,En Couple,1,true,5651 JW 41
51518,46,F,448,En Couple,4,true,9664 YW 95
51521,31,F,401,En Couple,0,true,8699 TX 57
51524,76,M,476,En Couple,2,true,4138 LK 29
51527,31,M,509,En Couple,3,true,8679 NQ 63
51529,44,M,486,En Couple,0,true,6842 GV 57
51538,64,M,538,En Couple,2,true,3933 XZ 21
51553,74,M,418,En Couple,2,true,7856 WM 20
51554,42,M,541,En Couple,4,true,53 EV 46
51561,23,F,1260,En Couple,2,true,1885 OQ 14
51565,75,M,530,En Couple,1,true,9080 IN 46
51571,65,F,427,En Couple,0,true,8862 GJ 75
51573,32,M,514,En Couple,3,true,8565 AS 24
51579,18,M,1289,En Couple,3,true,2388 FT 83
51586,75,M,519,En Couple,0,true,9646 MZ 30
51588,19,M,769,En Couple,0,true,641 RH 68
51590,19,M,1269,En Couple,1,true,346 UT 49
51597,22,F,544,En Couple,0,true,3272 JB 43
51600,83,M,452,En Couple,0,true,4704 SS 16
51604,48,F,478,En Couple,2,true,6013 IY 39
51609,58,M,418,En Couple,1,true,8791 RN 18
51612,34,M,945,En Couple,4,true,5424 JI 68
51621,26,M,552,En Couple,0,true,4940 IP 16
51623,21,M,168,En Couple,0,true,1458 BU 92
51636,22,M,878,En Couple,4,true,6554 YO 88
51637,23,M,593,En Couple,2,true,8491 EN 25
51648,41,F,207,En Couple,2,true,9559 HF 85
51651,21,M,468,En Couple,1,true,3284 EC 63
51652,51,M,456,En Couple,4,true,9050 YZ 24
51657,29,F,572,En Couple,1,true,9817 MU 12
51667,19,F,576,En Couple,2,true,1459 SN 61
51683,30,M,225,En Couple,4,true,8428 ON 11
51700,71,M,520,En Couple,1,true,6740 UR 68
51718,20,M,196,En Couple,4,true,44 TA 40
51724,24,M,506,En Couple,4,true,1694 WK 55
51739,59,M,1191,En Couple,4,true,8278 HL 66
51756,67,M,409,En Couple,1,true,6761 UL 60
51763,23,M,590,En Couple,4,true,6084 QE 63
51775,39,M,1397,En Couple,2,true,2473 WS 10
51780,51,F,1274,En Couple,2,true,7490 QZ 19
51781,29,M,809,En Couple,3,true,1818 QE 65
51783,44,F,511,En Couple,2,true,7957 KB 67
51786,50,M,953,En Couple,4,true,4297 EO 11
51788,20,F,412,En Couple,1,true,532 QB 72
51793,18,M,540,En Couple,2,true,7778 EX 77
51800,74,M,439,En Couple,4,true,7418 AR 39
51807,38,F,503,En Couple,1,true,889 LA 65
51808, ,M,540,En Couple,1,true,6426 DK 70
51817,28,M,402,En Couple,2,true,1383 LJ 72
51828,55,M,495,En Couple,0,true,1408 WC 30
51831,40,F,1193,En Couple,4,true,4615 MY 26
51835,45,M,937,En Couple,2,true,9920 ZP 92
51839,25,F,1245,En Couple,3,true,5682 ON 74
51842,46,M,415,En Couple,2,true,9354 FO 41
51857,57,M,1301,En Couple,4,true,2372 HM 22
51864,44,M,482,En Couple,0,true,2313 RE 81
51870,79,F,400,En Couple,0,true,9565 PS 78
51881,35,F,549,En Couple,0,true,9071 YY 93
51882,49,M,1141,En Couple,4,true,8833 KN 21
51884,31,M,158,En Couple,1,true,328 OC 67
51889,69,M,1085,En Couple,1,true,6362 YL 66
51896,18,M,427,En Couple,1,true,8826 XX 91
51905,84,F,408,En Couple,4,true,8343 WS 31
51918,79,F,440,En Couple,3,true,4380 OP 92
51922,29,M,418,En Couple,2,true,810 HU 62
51948,35,M,165,En Couple,2,true,3282 AN 17
51958,22,F,1300,En Couple,4,true,1002 EF 31
51970,29,F,456,En Couple,0,true,7125 HG 53
51985,48,F,1110,En Couple,1,true,7984 KW 19
52025,65,M,411,En Couple,2,true,8722 OW 62
52028,25,F,505,En Couple,0,true,9072 GT 13
52036,20,M,1269,En Couple,3,true,5195 DB 16
52038,42,F,231,Marie(e),0,true,9333 LN 51
52040,67,F,772,En Couple,2,true,8353 EF 52
52045,26,M,241,En Couple,0,true,4189 WM 61
52060,43,F,599,En Couple,3,true,9767 SW 50
52063,34,M,540,En Couple,1,true,346 BD 32
52065,41,M,529,En Couple,1,true,5522 DA 63
52067,48,M,874,En Couple,3,true,7774 MT 90
52091,52,M,437,En Couple,2,true,3228 FR 78
52126,42,M,172,En Couple,3,true,4477 PX 30
52132,45,M,244,En Couple,1,true,5550 DF 12
52133,25,M,202,En Couple,0,true,8175 RP 14
52136,36,M,225,En Couple,1,true,9397 IW 94
52150,39,M,431,En Couple,2,true,2243 AA 67
52151,34,M,225,En Couple,3,true,5561 VA 27
52155,26,M,512,En Couple,3,true,9680 SE 80
52157,39,M,1272,En Couple,3,true,4004 JR 83
52163,78,M,510,En Couple,4,true,4350 JA 57
52168,39,M,580,En Couple,1,true,5729 ZE 26
52169,68,M,209,En Couple,1,true,2869 ZR 58
52175,37,M,443,Marie(e),1,true,9467 EE 13
52180,22,M,1349,En Couple,1,true,7164 RH 38
52195,29,M,158,En Couple,4,true,3071 WV 60
52208,65,M,422,En Couple,4,true,8543 LF 88
52210,22,F,564,En Couple,1,true,6323 CZ 66
52211,33,M,476,En Couple,0,true,7079 CH 28
52221,35,M,433,En Couple,2,true,9497 JN 76
52226,28,M,794,En Couple,1,true,6017 WP 40
52230,84,M,515,En Couple,0,true,9462 HG 68
52234,47,F,223,En Couple,2,true,1963 QF 68
52257,77,M,245,En Couple,0,true,834 RA 59
52266,34,F,779,En Couple,3,true,1327 IA 60
52270,34,M,464,En Couple,4,true,9198 UM 86
52281,39,M,559,En Couple,1,true,5382 JP 92
52296,54,M,547,En Couple,2,true,2442 XU 56
52310,57,F,171,En Couple,0,true,4235 RF 23
52329,81,F,775,En Couple,2,true,9339 GS 48
52331,39,M,1008,En Couple,3,true,5527 GY 50
52332,61,M,958,En Couple,3,true,5994 UM 76
52338,49,F,156,En Couple,0,true,5364 JA 54
52345,38,M,470,En Couple,2,true,7988 YM 18
52349,27,M,192,En Couple,0,true,8823 XB 93
52353,21,F,510,En Couple,0,true,8709 XB 94
52355,82,M,532,En Couple, ,true,5267 EN 68
52372,34,M,1177,En Couple,0,true,5861 KI 70
52374,40,F,514,En Couple,1,true,7026 VF 36
52377,19,M,499,En Couple,1,true,3464 RC 57
52382,26,M,1191,En Couple,4,true,4989 DK 82
52384,24,F,530,En Couple,1,true,8346 JI 57
52385,34,F,1141,En Couple,3,true,9190 YD 18
52387,65,M,781,En Couple,2,true,1143 AH 60
52402,48,F,402,En Couple,3,true,7824 DS 30
52414,21,F,551,En Couple,1,true,2489 AP 20
52415,27,F,571,En Couple,4,true,9621 XN 98
52423,74,M,1368,En Couple,1,true,9883 CB 34
52433,55,F,733,En Couple,1,true,5383 JQ 31
52434,30,F,431,En Couple,3,true,5062 EY 86
52437,19,M,420,En Couple,3,true,3409 HA 27
52446,54,M,580,En Couple,3,true,8918 BD 21
52447,71,M,960,En Couple,2,true,1279 AJ 81
52452,23,M,481,En Couple,4,true,1829 WA 94
52465,27,F,1322,En Couple,3,true,118 DR 31
52468,29,M,535,En Couple,0,true,768 UW 80
52470,50,F,160,En Couple,1,true,4672 MT 72
52487,68,M,482,En Couple,1,true,5180 VB 45
52488,21,F,902,En Couple,0,true,8574 XF 86
52496,80,M,194,En Couple,3,true,187 FI 64
52498,42,?,574,En Couple,4,true,8885 LM 74
52508,23,F,224,En Couple,0,true,5632 VI 43
52511,42,M,1142,En Couple,2,true,3181 QJ 84
52516,22,M,238,En Couple,1,true,105 BA 31
52527,58,M,426,En Couple,1,true,7197 VF 98
52540,81,M,170,En Couple,3,true,5311 HV 69
52547,24,F,568,En Couple,2,true,2986 ZX 42
52557,39,M,470,En Couple,1,true,2938 GG 64
52566,51,F,1073,En Couple,1,true,9442 GT 36
52568,48,M,542,En Couple,2,true,4026 YP 31
52569,70,M,598,En Couple,4,true,9041 RO 55
52570,54,M,907,En Couple,4,true,8169 MW 38
52572,27,M,197,En Couple,4,true,2718 MV 96
52573,53,F,527,En Couple,3,true,23 NJ 22
52576,23,M,1244,En Couple,2,true,3038 YX 79
52580,79,M,524,En Couple,3,true,367 YM 26
52589,26,M,539,En Couple,2,true,2354 CU 90
52596,19,F,1335,En Couple,1,true,6107 CW 89
52598,54,M,531,En Couple,4,true,9305 PC 30
52601,48,M,792,En Couple,0,true,6608 ST 90
52629,27,M,1321,En Couple,1,true,7386 EY 86
52631,28,M,1130,En Couple,3,true,581 QG 87
52638,42,M,211,En Couple,2,true,3309 DG 75
52640,24,M,470,En Couple,1,true,3886 VE 92
52649,23,M,232,En Couple,0,true,1925 WA 54
52651,53,F,503,En Couple,0,true,6717 UM 63
52670,29,F,1070,En Couple,3,true,7613 WC 96
52675,46,M,1279,En Couple,1,true,9305 WA 62
52676,35,F,574,En Couple,3,true,4668 KF 91
52688,40,M,409,En Couple,1,true,3705 GO 65
52693,30,M,1222,En Couple,1,true,7697 GY 83
52701,60, ,565,En Couple,3,true,1867 XK 91
52708,47,F,415,En Couple,2,true,9633 DE 87
52710,46,F,1241,En Couple,4,true,8422 UO 23
52729,50,M,545,En Couple,0,true,5026 VB 22
52732,59,M,1036,En Couple,0,true,9169 GE 17
52739,73,F,596,En Couple,2,true,1331 AS 58
52745,43,M,871,En Couple,2,true,3444 FF 87
52747,23,M,1118,En Couple,0,true,2302 RT 44
52753,46,M,483,En Couple,2,true,9757 JV 24
52771,51,F,153,En Couple,0,true,7053 EZ 18
52781,40,F,559,En Couple,3,true,1621 CI 95
52783,29,M,577,En Couple,0,true,5144 CZ 33
52795,59,M,1190,En Couple,3,true,8983 AD 69
52798,23,F,598,En Couple,0,true,3763 UO 89
52803,39,F,442,En Couple,0,true,1807 CA 56
52804,25,F,473,En Couple,1,true,3540 PP 61
52817,25,F,165,Marie(e),0,true,6782 NC 60
52825,56,M,517,En Couple,3,true,4713 QN 36
52832,28,F,444,En Couple,0,true,3722 ET 27
52841,41,M,840,En Couple,0,true,8271 PS 71
52855,58,M,1088,En Couple,1,true,9222 IE 82
52860,26,M,589,En Couple,1,true,7341 VK 11
52861,47,M,446,En Couple,1,true,5520 RB 52
52882,51,M,575,En Couple,4,true,8742 VG 23
52902,70,M,182,En Couple,1,true,3909 QY 88
52914,34,M,540,En Couple,2,true,5140 YX 47
52924,77,M,570,En Couple,2,true,5862 OY 39
52937,58,M,535,En Couple,2,true,4935 TU 58
52960,76,M,414,En Couple,3,true,700 ZM 63
52961,23,M,244,En Couple,1,true,8918 OU 85
52965,25,M,522,En Couple,4,true,3795 FW 25
52966,30,M,1295,En Couple,1,true,6334 FY 27
52970,29,M,425,En Couple,1,true,4579 ZW 41
52971,50,M,570,En Couple,4,true,6069 NC 62
52976,61,M,168,En Couple,0,true,4889 RV 36
52984,55,M,1333,En Couple,3,true,8792 AA 21
52998,37,F,426,En Couple,1,true,892 YJ 45
53007,52,M,1359,En Couple,1,true,8156 FZ 75
53009,33,M,200,En Couple,1,true,9756 KR 14
53010,48,F,428,En Couple,4,true,3297 UE 25
53016,38,F,1010,En Couple,2,true,7995 DZ 47
53017,64,M,501,En Couple,1,true,1788 GP 93
53026,75,M,1163,En Couple,1,true,21 WE 38
53029,22,M,926,En Couple,3,true,2445 KM 10
53044,24,M,557,En Couple,1,true,6225 XK 24
53062,43,M,465,En Couple,2,true,4024 TJ 68
53063,52,F,541,En Couple,2,true,234 WK 53
53064,26,M,454,En Couple,0,true,4693 FT 31
53075,43,M,400,En Couple,2,true,8623 HV 46
53081,24,F,1270,En Couple,3,true,3697 QQ 89
53090,81,M,191,En Couple,1,true,806 TV 23
53095,54,M,173,En Couple,4,true,2984 YR 87
53099,83,M,480,En Couple,0,true,3414 DG 87
53100,42,M,493,En Couple,2,true,2098 HB 76
53107,35,M,451,En Couple,0,true,8098 OG 64
53117,52,M,419,En Couple,1,true,6452 NK 29
53126,75,M,538,En Couple,0,true,7254 YY 63
53130,69,M,518,En Couple,2,true,5301 SE 61
53132,45,M,590,En Couple,1,true,2866 HN 34
53174,20,M,547,En Couple,2,true,3502 OP 69
53181,21,M,492,En Couple,4,true,295 NA 69
53197,21,F,1260,En Couple,1,true,4506 GZ 94
53202,44,F,1350,En Couple,1,true,6153 UC 15
53204,77,M,525,En Couple,3,true,1781 OE 43
53210,38,M,584,En Couple,3,true,3454 DS 51
53214,21,F,443,En Couple,4,true,9597 TZ 61
53216,25,F,1216,En Couple,0,true,1944 NI 14
53233,24,M,194,En Couple,1,true,4440 SK 73
53237,56,F,1050,En Couple,0,true,9640 HB 47
53239,52,M,202,En Couple,4,true,4456 EC 45
53256,54,M,1229,En Couple,1,true,1840 DG 11
53258,36,M,992,En Couple,4,true,6015 KS 12
53263,40,M,465,En Couple,0,true,2627 IQ 40
53269,55,M,839,En Couple,0,true,6585 NG 64
53289,23,F,1102,En Couple,4,true,1310 RX 45
53293,59,M,412,En Couple,2,true,330 GY 51
53304,34,M,173,En Couple,3,true,3588 XT 16
53308,38,M,823,En Couple,4,true,7893 DZ 68
53309,47,M,557,En Couple,4,true,3345 VU 70
53321,27,M,563,En Couple,1,true,580 RI 16
53332,46,F,866,En Couple,1,true,8623 VL 90
53341,84,M,468,En Couple,1,true,345 FE 66
53345,76,F,224,En Couple,2,true,2447 FA 30
53348,57,M,846,En Couple,1,true,1252 KU 83
53349,84,M,427,En Couple,3,true,8010 PA 88
53389,37,M,249,En Couple,1,true,5926 AS 75
53400,19,M,550,En Couple,0,true,8827 BE 77
53404,33,M,1240,En Couple,1,true,1576 AJ 55
53414,58,M,1024,En Couple,3,true,3079 MD 45
53425,22,M,1373,En Couple,4,true,1773 EY 28
53431,54,M,556,En Couple,3,true,292 PD 74
53465,21,M,162,En Couple,1,true,3433 PD 83
53471,78,M,1279,En Couple,0,true,2227 DF 10
53475,50,M,449,En Couple,2,true,9086 HU 52
53476,49,F,200,En Couple,2,true,5431 JY 94
53488,30,M,205,En Couple,2,true,9108 QJ 48
53489,49,M,189,En Couple,1,true,6163 BQ 29
53492,83,M,780,En Couple,1,true,5609 XV 20
53515,75,F,237,En Couple,1,true,3705 GB 71
53522,19,F,156,En Couple,1,true,4174 HL 75
53526,18,M,479,En Couple,0,true,736 HQ 86
53546,30,F,229,En Couple,3,true,6629 UI 44
53559,83,M,1192,En Couple,1,true,6006 SF 15
53572,23,F,193,En Couple,0,true,7694 RJ 18
53573,47,F,1054,En Couple,2,true,3225 LZ 34
53579,30,F,807,En Couple,0,true,4257 WI 41
53580,26,M,1083,En Couple,1,true,8934 MG 18
53582,26,M,162,En Couple,0,true,1861 FF 59
53597,80,M,554,En Couple,4,true,2681 VW 47
53598,71,M,1311,En Couple,4,true,7692 BZ 25
53599,24,F,1391,En Couple,2,true,6127 UX 44
53614,22,F,538,En Couple,1,true,564 MY 73
53626,67,M,420,En Couple,0,true,3102 HI 86
53641,35,M,927,En Couple,4,true,2921 IM 60
53644,20,M,162,En Couple,2,true,4869 AI 79
53659,37,M,242,En Couple,2,true,3276 TY 88
53660,24,M,419,En Couple,1,true,475 NH 60
53665,23,F,1085,En Couple,2,true,1452 BP 31
