Age,Taux,Enfants à charge,seconde_voiture
24,592,3,false
65,189,0,false
39,758,4,false
40,993,0,false
36,536,0,false
38,495,4,false
34,500,1,false
19,203,4,false
37,155,3,false
25,188,0,false
24,1335,2,false
43,532,0,false
35,204,0,false
46,551,4,false
54,537,3,true
22,755,4,false
23,424,2,false
42,420,1,false
37,1257,3,false
58,1393,3,false
19,590,0,false
31,156,3,false
56,490,0,false
57,730,1,false
52,450,2,false
25,170,1,false
82,165,4,true
31,511,2,false
21,487,0,true
22,1283,4,false
45,470,0,false
18,175,0,false
36,567,4,false
29,416,0,false
42,909,0,false
18,415,0,false
53,466,1,false
57,409,3,false
72,559,0,false
45,208,2,false
60,807,0,false
60,941,0,false
23,516,0,false
56,541,0,false
63,440,0,false
77,946,0,false
23,234,1,false
71,1098,0,true
41,445,0,false
73,154,0,false
82,585,2,true
81,1395,0,false
20,467,0,false
22,569,0,false
23,1302,0,false
41,460,0,false
40,595,1,false
52,1391,0,false
44,535,4,false
41,541,1,false
80,584,0,false
31,191,0,false
29,841,4,false
57,1239,2,false
64,436,0,false
39,237,2,true
30,565,3,false
52,1271,4,false
24,1151,2,false
52,582,2,false
40,906,0,false
42,195,0,false
21,502,0,false
24,934,1,true
50,451,0,false
49,170,0,false
25,483,0,false
30,451,4,false
38,401,0,false
19,1156,0,false
66,198,0,false
23,562,3,false
69,539,1,false
32,564,3,false
83,516,1,false
66,1029,0,false
19,415,1,false
48,855,0,false
53,501,0,false
36,1204,0,false
36,155,3,false
33,517,1,false
48,1186,0,false
19,1019,0,false
53,407,4,false
22,1040,1,false
43,440,0,false
48,443,2,true
51,780,2,false
31,1176,2,false
48,594,1,false
19,881,0,false
19,527,0,false
74,248,0,false
77,170,0,false
70,411,2,false
52,219,2,false
37,1274,0,false
64,501,2,false
28,495,1,false
29,864,3,false
42,180,0,false
18,416,1,false
42,571,0,false
73,236,2,true
47,951,3,false
70,1365,0,false
27,1276,0,false
49,505,0,false
35,599,3,false
19,952,0,false
56,986,0,false
36,1251,0,false
57,1066,0,false
31,1395,0,true
65,404,0,true
32,517,1,true
24,764,0,false
72,446,2,false
60,582,4,false
43,184,1,false
45,412,0,false
57,222,3,false
27,408,0,false
40,974,0,false
23,503,2,false
44,598,0,false
26,461,1,false
30,756,3,false
63,599,3,false
27,561,3,false
31,534,1,false
43,591,0,false
50,1042,1,false
69,876,0,false
23,496,1,false
35,424,0,false
29,583,0,false
61,555,1,false
31,1181,4,false
39,834,2,false
73,165,0,false
59,1215,1,false
71,447,0,true
29,867,2,true
84,846,2,true
42,1137,4,false
55,437,0,false
70,433,0,true
36,812,0,true
57,427,0,false
84,1085,0,false
44,832,0,false
64,548,0,true
24,171,3,true
20,434,2,false
53,495,0,false
76,497,1,false
18,1010,2,true
39,411,3,false
22,1135,4,false
63,1068,3,false
30,516,1,false
54,556,0,false
19,239,0,false
47,218,0,false
40,1394,3,false
20,444,0,false
54,410,0,false
37,508,0,false
27,515,1,false
60,840,0,false
47,518,1,true
22,1200,3,false
30,851,4,true
60,402,0,false
22,746,4,false
49,817,2,false
80,447,1,true
75,439,0,false
75,226,3,false
36,1250,0,false
29,737,3,false
69,178,1,false
51,1369,4,false
51,440,1,false
77,1307,4,true
29,596,4,false
19,546,3,false
52,1028,0,false
62,191,2,false
39,1048,0,false
23,1380,1,true
58,547,0,false
68,534,0,false
41,400,0,false
33,185,0,false
31,182,0,false
42,1192,0,true
31,473,0,false
61,221,1,false
48,595,2,false
63,524,4,false
66,462,4,false
52,564,2,true
42,458,4,false
40,193,4,true
33,454,3,false
46,457,3,false
67,1036,1,false
56,979,1,false
72,583,1,false
53,513,1,false
22,438,2,false
20,238,0,false
73,152,2,true
26,962,0,false
25,552,4,true
64,730,4,true
38,577,0,false
54,166,0,false
27,1264,4,true
47,434,2,false
82,784,0,false
30,1272,3,false
32,567,0,false
83,199,3,false
28,486,3,false
20,247,3,false
69,443,0,false
66,532,0,false
53,517,1,false
60,568,1,false
76,1221,3,false
55,1390,4,false
25,1197,3,true
60,979,2,false
29,245,4,false
29,1338,0,false
34,164,0,false
24,528,1,false
44,1282,0,false
63,579,1,false
52,573,4,false
28,452,3,false
59,996,1,false
32,512,3,false
65,544,0,false
22,517,4,false
 ,1202,3,false
51,409,0,false
62,532,1,false
24,1059,1,false
66,540,0,false
27,513,4,true
25,749,0,false
52,196,0,false
39,1064,1,true
31,720,3,false
47,493,2,false
63,433,2,false
26,825,1,false
41,590,3,false
55,233,1,false
42,554,0,false
31,475,1,false
54,1394,0,false
52,504,0,false
55,1155,3,false
31,178,0,false
54,1377,0,false
60,207,0,false
39,487,1,false
32,501,0,false
57,1338,0,false
0,798,0,false
60,595,1,false
54,245,2,false
47,168,0,false
55,173,2,false
26,180,0,false
72,775,2,false
52,1153,3,true
69,475,3,true
27,545,0,false
78,161,0,false
67,153,1,false
59,462,0,false
19,1386,1,false
21,495,1,false
70,431,4,false
41,450,0,false
69,1296,0,false
44,1226,1,false
37,229,0,false
37,400,0,false
56,885,0,false
43,591,0,false
48,514,0,false
82,1059,2,false
18,744,0,false
36,471,1,false
21,469,1,false
57,176,4,false
51,1347,2,false
64,1121,0,false
29,877,0,false
22,203,4,false
57,426,0,false
58,495,0,false
81,458,0,false
21,856,4,false
55,469,0,false
22,558,1,false
70,565,0,false
52,153,2,false
24,597,2,true
58,547,0,false
63,437,0,false
34,452,4,false
29,553,4,false
26,178,3,false
59,1001,0,false
46,770,3,false
 ,1341,4,false
20,565,0,true
40,1385,0,false
36,434,1,false
26,439,3,false
68,160,0,true
21,735,0,false
44,1149,4,false
56,422,4,false
47,221,0,false
51,1215,2,true
25,209,0,true
20,559,3,false
67,496,4,false
77,168,4,false
59,976,0,false
44,211,0,false
56,490,3,false
28,1002,3,false
75,809,0,false
43,232,3,false
36,500,1,false
37,1328,2,false
21,913,1,false
50,519,2,false
41,1220,3,false
79,515,0,true
28,577,2,false
29,483,3,false
20,442,1,false
53,199,2,false
30,586,0,false
53,151,3,true
84,204,1,false
68,976,0,false
81,240,3,false
20,478,4,false
28,1192,4,true
22,1327,1,false
47,448,1,false
39,1318,0,false
24,441,4,false
38,215,4,true
60,1119,2,false
42,589,0,false
22,452,4,true
30,457,1,false
18,465,0,false
63,545,2,false
38,1223,1,true
47,200,0,false
60,1310,0,false
43,459,4,true
76,461,4,false
32,588,3,false
20,409,0,false
35,507,0,false
81,553,2,false
67,1274,1,false
34,502,0,false
81,598,2,true
53,830,0,false
27,1021,4,true
26,472,0,false
29,741,2,false
44,234,3,true
59,713,0,false
64,788,0,false
33,568,3,true
71,217,0,false
27,827,1,false
28,1385,0,false
69,722,0,false
36,492,4,false
28,565,0,false
64,573,3,true
47,1197,0,false
23,454,4,true
74,724,0,false
82,235,0,false
66,572,0,false
39,162,0,false
30,246,0,false
20,448,3,false
57,834,0,false
33,486,0,false
29,511,0,false
34,445,0,false
23,496,0,false
75,787,0,false
22,557,3,true
69,231,0,false
18,940,3,false
74,402,4,false
41,409,1,false
50,1205,3,false
53,153,0,false
46,528,3,false
68,417,4,false
33,228,1,false
23,413,2,false
39,1248,2,false
50,594,1,true
19,1105,1,false
24,412,4,false
49,1025,1,false
42,508,3,false
48,245,4,true
25,492,2,false
23,535,0,false
33,978,2,false
59,543,2,false
76,481,0,false
22,1146,2,false
20,562,0,false
49,1140,0,false
43,598,2,false
37,848,0,false
43,894,2,false
49,521,1,false
27,546,0,false
24,194,2,false
24,565,3,true
29,546,4,false
37,206,4,false
33,1318,0,false
19,1297,0,true
75,822,0,false
58,583,2,false
74,522,4,false
82,1312,0,true
48,491,3,false
36,214,4,false
38,788,2,false
55,435,2,false
43,169,0,false
0,933,3,false
60,212,0,false
39,1203,2,false
67,481,3,false
81,1294,2,true
58,514,1,true
28,1345,0,false
31,248,0,false
51,1217,0,false
44,209,3,false
81,521,1,true
48,450,0,false
41,1016,1,false
30,1311,1,false
22,873,0,false
65,718,1,false
19,400,4,false
33,1382,0,false
45,1234,0,false
19,507,0,false
28,437,4,false
40,861,2,false
66,465,1,false
49,557,0,false
51,927,1,false
22,434,0,false
55,553,0,false
41,245,0,false
21,564,1,false
63,555,0,false
59,449,4,false
51,561,2,false
68,480,2,false
61,1126,2,false
53,414,0,false
25,432,4,false
34,159,3,true
27,449,1,false
28,513,0,false
28,1251,2,false
83,454,0,false
39,180,2,true
23,559,0,false
28,908,0,true
29,190,0,false
46,486,3,false
36,576,1,false
26,470,0,false
48,1080,0,true
26,419,0,false
19,1056,2,false
63,596,0,false
22,1070,4,false
31,469,0,false
33,1049,0,false
65,457,3,false
34,483,1,false
26,186,0,false
76,462,1,false
18,1159,1,false
54,556,0,false
24,810,1,true
51,436,0,false
66,507,0,false
21,529,0,false
27,217,3,true
40,576,1,false
18,703,0,false
23,1307,2,true
55,1269,3,false
39,441,0,true
42,151,1,true
38,584,0,false
63,242,3,true
21,548,2,false
26,1126,0,false
70,542,0,false
61,222,3,false
24,1125,2,false
36,787,0,false
29,1231,0,false
27,525,3,false
46,413,1,false
21,537,2,false
19,239,3,false
46,207,0,false
28,482,0,0
51,514,0,false
60,169,1,false
52,863,0,false
26,501,0,false
66,400,0,false
27,247,3,false
24,1152,0,false
71,474,1,false
22,1053,2,false
45,835,2,false
54,1399,0,false
21,162,4,false
35,968,2,true
83,552,3,false
27,525,0,false
18,1150,4,false
21,566,0,false
82,435,0,false
59,1104,0,false
66,1004,0,false
39,475,0,false
33,169,0,false
80,507,3,false
27,184,4,false
57,483,0,false
79,239,0,false
29,527,1,false
26,1363,2,false
18,1368,1,false
45,704,0,false
37,187,0,false
57,580,0,false
27,522,1,false
83,585,0,false
30,1103,0,false
41,1345,1,false
40,433,0,false
48,932,0,false
82,1151,0,false
22,501,2,false
67,562,1,false
36,442,1,false
51,517,1,false
24,1125,4,false
24,196,0,false
53,558,0,false
61,542,3,false
50,727,0,false
27,161,0,false
37,154,4,false
37,496,1,false
43,441,2,false
25,427,2,false
46,172,3,false
19,940,3,false
21,453,1,false
61,414,0,false
84,1322,2,false
34,208,2,false
24,514,0,false
21,1345,0,false
32,-1,0,false
35,555,2,false
38,1016,1,true
27,427,0,false
78,231,4,false
24,1055,0,false
28,1154,3,false
61,1362,4,false
82,423,0,false
47,412,1,false
80,211,3,false
83,533,2,false
 ,837,3,false
44,1338,0,false
53,970,2,false
50,198,0,true
37,481,0,false
26,567,0,false
50,1023,2,false
52,546,0,false
31,178,2,false
32,178,0,false
65,171,0,false
38,249,0,false
41,436,1,false
33,192,0,true
28,217,0,false
45,446,2,false
49,231,1,false
34,564,0,false
54,477,0,false
84,244,0,false
26,490,0,false
28,570,0,false
29,731,0,false
56,445,2,false
25,224,0,false
20,168,4,true
32,760,0,true
74,904,0,false
19,815,0,false
49,742,0,false
64,448,4,false
49,1076,2,true
25,576,0,false
37,509,0,false
83,232,2,false
84,165,0,false
20,1021,2,false
44,508,4,false
30,194,2,false
24,592,1,false
51,545,0,false
58,549,0,false
61,564,4,false
50,239,0,false
21,1206,3,false
50,1013,1,true
34,430,3,false
53,726,0,false
46,571, ,false
70,194,0,false
39,465,2,true
35,1127,4,false
21,1087,2,false
76,548,4,false
21,506,0,false
44,949,0,false
72,463,0,false
44,596,0,false
26,1131,3,true
18,480,1,false
26,450,0,false
57,1083,2,false
27,481,1,false
22,1181,2,false
23,566,0,false
69,420,1,false
31,544,0,false
25,424,2,true
43,216,0,false
18,493,2,true
36,846,0,true
84,407,0,false
50,498,4,false
35,477,1,false
79,457,1,false
59,494,1,false
54,1315,0,false
68,482,2,false
50,485,1,false
43,1045,0,false
42,730,0,false
38,190,0,false
45,445,0,false
51,598,0,false
28,715,4,false
68,471,0,false
47,420,4,false
32,890,1,false
24,1289,3,true
50,587,3,false
79,1387,0,false
51,783,4,true
51,416,2,false
26,484,0,false
48,585,0,false
24,549,3,false
29,573,0,false
70,1360,0,false
66,529,0,false
50,554,1,false
25,443,0,false
33,1060,0,false
27,1009,0,false
76,572,0,false
47,526,0,false
29,595,0,false
62,1355,1,false
18,514,0,false
36,451,4,false
84,894,0,false
63,532,1,false
19,1126,4,true
69,196,1,false
69,759,3,true
82,456,0,false
48,1189,0,false
19,151,1,false
60,582,0,false
56,166,0,false
22,453,0,false
25,545,0,false
70,892,1,false
78,508,0,false
29,458,1,false
80,196,2,false
60,1202,0,false
57,237,0,false
22,946,1,true
32,195,2,false
19,447,0,false
59,206,0,false
28,1134,3,false
26,588,2,false
33, ,0,false
29,1245,0,false
59,203,0,false
52,526,3,false
82,165,0,false
71,542,1,false
21,244,0,false
22,515,0,false
44,841,0,false
30,224,0,false
32,590,1,false
82,541,4,false
34,405,0,false
55,597,0,false
21,533,3,false
25,1134,1,false
54,406,2,false
58,528,0,false
35,408,0,false
20,571,0,false
22,539,3,false
82,217,4,false
39,571,0,false
28,219,4,true
45,467,4,false
29,569,1,true
65,1237,0,false
69,412,0,false
38,1381,0,false
38,516,1,false
43,439,2,false
27,1351,2,true
43,505,1,true
81,858,2,true
45,150,1,true
58,1262,1,false
66,534,0,false
50,1249,0,false
62,180,0,false
28,1132,1,false
61,470,4,false
58,226,4,false
18,1038,3,false
44,503,4,false
21,726,2,false
26,1126,3,false
47,1007,4,false
68,488,2,false
78,409,3,false
22,1183,0,false
41,154,1,false
33,1285,4,false
64,1330,0,true
28,467,3,false
35,1087,0,true
61,546,0,false
30,511,0,false
73, ,0,false
18,752,0,false
36,1393,4,true
39,1194,0,false
64,237,0,false
47,462,2,false
53,562,0,false
19,226,4,false
39,594,2,false
73,224,0,true
44,551,3,false
28,516,3,false
71,1037,2,false
43,1295,2,false
23,192,0,false
50,568,4,true
31,487,1,false
20,410,3,false
83,233,2,false
34,577,0,false
59,1354,0,false
63,465,0,false
47,185,2,false
41,456,0,false
79,553,1,false
37,913,0,true
43,594,4,false
58,568,3,false
26,157,2,false
44,741,0,false
75,791,0,false
42,508,1,false
26,185,0,false
50,1081,0,false
23,492,3,false
45,215,2,false
25,459,1,false
65,578,4,true
50,1385,0,false
29,1076,0,false
24,514,0,false
38,478,1,false
25,482,4,false
82,879,2,false
73,217,1,false
47,1023,0,false
42,194,2,false
23,963,4,false
31,577,3,false
50,422,2,false
52,570,0,false
75,853,0,false
21,577,3,true
72,862,1,false
45,181,0,false
18,436,1,true
57,1315,1,false
36,460,3,false
36,1344,0,false
22,168,3,false
80,900,0,false
31,489,2,false
44,224,0,false
35,178,4,false
37,1127,0,false
46,1372,1,false
34,505,1,false
66,204,3,false
24,1378,4,false
55,467,3,false
48,166,3,false
39,461,2,false
55,216,0,false
27,1073,3,false
28,821,0,false
82,545,0,true
37,409,4,true
40,412,0,false
21,421,3,true
25,556,0,false
29,764,3,false
65,528,2,false
18,555,1,true
67,536,0,false
23,894,0,false
42,214,0,false
51,1060,0,false
75,527,0,false
36,927,4,true
18,407,3,false
33,547,4,false
34,713,0,false
46,1362,0,false
24,423,3,true
62,170,4,false
24,1039,3,true
82,552,3,false
28,166,0,false
48,896,0,false
39,412,3,false
55,1331,0,false
32,245,0,false
26,400,1,false
23,1082,0,false
40,580,0,true
24,1336,3,false
22,225,0,false
53,150,0,false
36,159,0,false
22,534,0,false
54,165,1,true
81,1302,1,false
27,897,0,false
76,233,2,false
33,1390,0,false
38,1052,4,false
68,1127,0,false
27,1036,1,true
25,1359,1,false
71,537,1,false
44,1093,0,false
38,993,4,false
40,241,2,false
40,424,0,false
79,157,1,true
42,402,0,false
62,450,0,false
23,1031,3,true
27,513,0,false
26,1338,2,false
56,557,0,false
54,237,4,false
37,833,0,false
29,215,2,false
18,1156,4,false
27,571,1,true
52,476,2,true
24,178,1,false
34,850,0,false
83,1026,3,false
19,174,1,false
49,997,0,false
68,518,4,true
82,555,1,true
20,497,0,false
42,548,2,false
57,597,0,true
53,1324,0,false
70,152,0,true
69,424,0,false
26,1007,0,false
61,1252,3,false
22,1058,3,false
22,562,4,true
27,165,1,false
56,552,0,false
18,481,0,false
82,575,0,false
54,419,3,false
47,497,0,false
66,495,0,false
46,906,2,false
46,587,0,false
18,910,4,false
31,246,0,false
75,1140,0,false
50,153,1,false
59,1242,0,false
29,467,4,false
49,479,0,false
28,598,0,false
67,249,0,true
19,524,0,false
54,724,2,false
48,242,0,true
52,531,1,false
57,428,3,false
27,596,4,false
25,517,1,false
47,490,2,false
48,549,3,false
28,530,1,false
45,516,0,false
75,412,1,false
54,587,0,false
47,809,0,false
76,562,1,false
45,916,1,false
34,578,0,false
75,477,0,false
32,182,3,false
59,422,0,false
51,508,0,false
47,217,3,false
20,541,1,false
30,400,0,false
26,1246,4,false
18,400,2,false
61,173,4,true
26,723,4,true
43,219,4,false
53,513,0,false
28,1161,2,false
29,861,2,false
20,859,0,false
33,710,3,false
25,537,1,false
27,248,2,false
21,598,4,false
58,1064,1,false
41,1311,4,false
31,433,0,false
32,584,0,false
37,156,0,false
49,575,0,false
28,808,4,true
77,465,2,false
21,554,0,true
43,588,0,false
80,1244,1,false
20,179,2,false
21,227,3,false
72,863,0,false
58,182,2,false
26,233,0,false
30,508,1,false
34,849,0,false
40,1248,0,false
43,523,2,false
78,183,2,false
23,512,2,true
50,162,2,false
66,473,0,false
45,548,0,false
23,207,0,false
50,429,2,false
77,439,2,false
29,211,0,false
76,504,0,false
49,553,0,true
52,589,4,false
66,455,0,false
82,248,0,false
 ,772,0,false
42,239,0,false
27,186,2,false
35,809,1,true
31,1388,0,false
80,1374,0,false
45,546,1,false
50,1368,0,false
34,474,0,false
20,1150,3,false
22,1048,0,true
45,594,0,false
53,457,4,false
29,414,2,false
27,547,0,false
23,1147,2,false
36,445,2,true
27,177,4,true
47,473,0,false
35,165,0,false
78,246,0,false
43,1108,4,false
49,1075,2,false
48,439,0,false
82,502,0,false
21,214,0,false
66,153,0,false
25,765,1,false
29,910,3,false
35,542,4,false
59,543,3,false
47,466,0,false
22,558,0,false
27,1259,0,false
44,1244,0,false
47,205,3,true
47,1311,2,false
36,452,0,false
56,1239,2,true
22,489,0,false
42,919,4,false
35,433,3,false
41,1184,3,false
24,482,1,false
20,454,3,false
44,188,0,false
70,585,4,true
28,1295,2,false
31,530,0,false
50,420,0,false
34,519,3,false
23,1254,1,false
54,187,0,false
51,581,0,false
43,237,4,true
48,411,2,false
82,465,4,false
40,233,0,false
55,237,2,false
39,213,4,true
43,221,2,false
50,403,0,false
84,408,2,false
75,451,0,false
57,458,0,false
67,1196,0,false
75,774,0,false
20,165,0,false
66,1111,0,false
42,583,0,false
47,156,3,true
31,203,0,false
24,550,0,false
23,422,2,false
28,1160,1,false
33,571,0,false
 ,464,2,false
41,237,0,false
75,551,1,false
27,1135,3,false
49,507,1,false
43,1175,4,false
61,1295,0,false
27,924,2,false
43,559,0,false
33,452,2,true
60,516,0,false
23,479,0,false
60,993,3,false
73,473,3,true
35,497,4,false
47,501,0,false
39,198,0,false
36,218,0,false
23,553,0,false
81,1239,2,false
18,579,2,false
45,551,2,false
29,530,2,false
73,486,2,false
22,878,0,false
35,1166,3,true
33,481,1,false
75,552,2,false
45,1140,2,false
23,453,2,false
46,444,3,false
25,1169,2,false
57,546,4,false
32,151,4,false
21,1117,0,false
23,403,3,false
82,437,1,false
57,1292,0,false
19,977,4,false
54,197,0,false
41,898,1,false
63,587,0,false
35,547,0,false
18,471,0,true
25,1125,2,true
36,522,2,false
21,529,4,false
67,457,0,false
27,1023,1,true
20,227,0,false
53,225,1,false
49,866,1,false
19,598,0,false
52,192,0,false
37,760,1,false
49,903,0,false
26,1369,2,false
20,185,0,false
72,543,0,false
47,517,0,false
34,589,1,false
76,490,0,false
35,1060,1,false
71,500,2,false
26,159,1,false
40,550,1,false
33,1263,0,true
76,430,3,false
53,486,1,false
48,234,2,false
42,515,1,false
20,527,2,false
62,246,0,false
45,1210,3,false
28,528,0,false
51,189,0,false
69,934,1,false
34,532,2,false
61,591,0,false
52,569,4,false
67,466,3,false
26,523,2,false
48,400,1,true
41,467,0,false
39,235,0,false
26,593,2,true
20,477,0,false
49,421,2,false
38,410,1,true
23,774,0,false
28,589,2,false
37,184,0,false
48,523,1,false
72,582,0,false
24,875,2,false
55,427,3,false
28,442,0,false
24,886,2,false
39,1329,0,false
55,597,4,false
37,518,0,false
70,554,0,true
43,231,0,false
28,1038,0,false
79,838,0,false
23,201,0,false
52,756,0,false
18,178,0,false
41,535,0,false
51,593,0,false
80,545,4,false
37,553,4,false
44,1198,0,false
33,178,0,false
39,958,3,false
18,584,3,false
42,195,1,false
49,418,1,false
28,1066,1,true
23,703,0,false
42,167,0,false
37,179,1,false
33,917,1,false
19,552,0,false
38,1176,0,false
53,189,3,false
28,240,0,false
35,486,2,false
47,197,0,false
80,518,0,false
39,416,0,false
49,1247,0,false
 ,162,3,false
38,1023,3,true
47,529,0,false
73,528,3,false
23,440,0,false
21,184,2,false
51,178,2,false
57,179,1,false
23,839,0,false
28,783,0,false
54,1363,2,false
66,549,4,true
41,773,0,true
24,1054,0,false
39,511,2,false
26,450,0,false
51,529,1,false
70,1126,3,false
43,231,2,false
58,547,0,false
29,175,2,false
57,1312,0,false
60,448,1,false
52,471,4,true
36,443,3,false
18,415,0,false
20,1228,2,true
31,170,0,false
56,565,0,false
63,165,0,false
28,431,0,false
45,456,0,false
77,166,0,true
19,489,0,false
54,169,3,true
37,571,0,true
37,1053,0,false
71,505,1,false
37,761,0,false
77,522,1,false
23,518,2,false
56,499,2,false
20,417,0,false
64,579,2,false
22,532,0,false
76,237,0,false
69,532,0,true
25,1167,0,false
70,506,0,true
84,193,0,false
34,783,3,false
68,510,0,false
24,1180,0,false
28,448,2,false
36,586,2,false
32,596,0,false
38,1296,4,false
58,494,4,false
21,1301,0,false
74,1240,0,false
54,783,0,false
75,470,2,false
64,1353,3,false
51,1362,1,false
38,432,2,false
41,469,3,false
19,405,4,true
73,1270,0,false
67,224,1,false
36,860,1,false
38,517,0,true
19,542,0,false
22,552,0,false
21,497,3,false
23,985,4,false
50,1311,3,true
26,563,0,false
26,501,3,false
68,404,0,false
84,167,3,false
19,235,0,false
39,560,0,false
55,552,2,false
62,238,0,false
19,1260,0,false
20,538,0,false
35,1288,0,false
76,724,3,true
21,498,0,true
31,495,2,false
23,404,0,false
47,1141,1,false
26,421,0,false
20,246,0,false
26,471,0,false
18,1347,3,false
20,957,4,false
42,189,4,false
49,897,0,false
21,775,0,false
19,521,0,false
65,590,1,true
58,572,0,false
62,233,2,true
25,829,1,false
67,1228,1,false
36,590,3,true
39,160,0,false
41,1070,0,false
25,580,4,false
21,157,0,false
27,519,0,false
57,531,2,false
66,540,1,false
39,459,0,false
18,550,3,true
52,812,0,false
59,539,0,false
25,1208,0,false
20,446,0,false
29,470,3,false
33,578,0,false
21,407,0,false
41,477,3,false
63,517,0,false
36,914,2,true
74,196,0,false
64,583,1,false
29,571,0,false
52,551,4,false
32,837,0,false
66,553,2,false
47,248,0,false
55,1151,1,false
27,182,3,false
66,213,2,false
50,938,0,false
56,433,4,false
50,973,0,false
25,452,0,false
32,199,0,false
57,416,4,false
33,1140,0,false
56,455,0,false
19,-1,1,false
40,1341,2,false
52,919,3,false
82,965,0,false
45,513,2,false
55,597,1,false
39,216,3,false
33,172,1,false
53,1039,1,true
24,1071,0,false
49,504,0,false
29,988,0,false
84,572,1,false
70,447,0,false
23,1203,4,false
49,214,0,false
61,1362,3,false
73,407,3,false
32,457,0,false
50,581,1,false
34,581,0,false
67,582,0,false
20,416,0,false
25,513,0,false
50,221,4,true
58,422,1,false
83,529,1,false
-1,464,0,false
28,1281,0,true
21,902,1,true
68,170,3,false
24,577,0,false
33,950,0,true
22,467,2,false
30,1336,0,false
20,155,4,false
33,1204,-1,false
45,893,2,false
29,464,1,false
63,999,1,true
44,879,0,false
22,1072,0,false
49,1183,3,false
25,495,3,false
55,204,0,true
69,748,0,false
44,224,0,false
81,1001,2,false
34,229,0,false
51,1073,1,false
49,835,0,false
61,416,0,false
82,522,3,false
27,482,2,true
19,204,2,false
33,228,3,false
34,463,4,false
43,560,0,false
57,425,2,false
36,190,2,false
58,246,2,false
39,218,1,false
59,1208,0,false
49,241,0,false
48,1233,0,false
29,216,4,false
65,187,0,false
20,562,3,true
22,1075,1,false
38,-1,0,false
38,563,3,false
26,499,3,false
53,531,1,false
45,436,0,false
20,573,3,false
57,1094,1,false
57,1349,2,false
28,411,4,false
28,414,3,false
35,454,0,false
43,492,0,false
30,559,3,false
36,491,2,false
41,214,2,false
26,209,4,false
44,1221,0,false
20,756,0,false
20,424,0,true
78,1184,4,false
60,199,2,true
29,488,0,false
56,827,0,false
83,409,2,true
29,487,0,false
24,543,2,false
72,245,4,false
56,427,0,false
42,231,1,false
37,444,0,true
43,455,0,false
49,198,0,false
59,445,2,false
70,1242,0,false
23,249,4,false
20,566,0,false
29,527,0,false
27,560,1,true
38,737,1,false
43,471,4,false
23,481,3,false
31,1217,4,false
80,447,0,false
56,1186,0,false
84,440,0,false
22,507,2,false
18,589,3,false
76,541,0,false
28,555,3,false
19,477,0,false
30,191,0,false
25,184,0,false
82,968,2, 
55,969,1,true
26,517,0,true
52,571,1,true
27,206,0,false
49,548,0,false
19,907,0,false
42,835,0,false
49,551,2,false
58,158,1,true
23,1363,3,false
64,198,0,false
37,567,0,false
19,448,0,false
77,1378,2,false
21,157,0,false
31,247,4,false
30,1245,3,false
19,1113,1,false
43,581,0,false
39,1080,0,false
23,454,2,false
37,545,3,false
50,184,4,false
65,568,0,false
28,172,0,false
69,452,0,false
35,429,0,false
38,1117,0,false
27,802,1,false
68,1063,0,false
41,464,3,false
44,170,0,true
44,428,1,false
20,248,4,false
23,423,4,false
23,420,0,false
26,405,2,false
20,547,0,false
46,1341,0,false
43,927,2,false
29,192,0,false
38,156,3,false
23,805,0,false
26,193,0,false
67,530,2,false
29,793,3,false
27,455,0,false
29,209,2,false
21,579,2,false
18,178,0,false
56,419,4,false
49,1133,0,false
32,530,3,true
32,937,0,false
37,588,0,false
21,195,1,false
20,169,0,false
40,1169,2,false
66,549,0,false
33,1120,0,false
54,1218,4,false
23,886,0,false
35,409,0,false
30,418,1,false
53,541,0,false
41,426,3,true
45,192,0,false
31,453,0,false
46,420,1,false
36,538,0,false
70,428,0,false
50,580,3,false
36,1100,3,true
19,592,0,false
72,508,0,false
56,563,4,false
37,1272,0,false
35,546,0,false
48,549,3,false
71,589,0,false
54,152,2,false
39,456,0,false
58,585,0,false
42,244,0,false
39,561,1,false
67,902,1,false
49,1056,0,false
41,539,2,false
84,528,1,false
38,422,3,false
24,412,0,false
20,467,4,true
39,590,1,false
40,1000,4,false
21,730,0,false
46,1333,2,false
39,481,0,false
31,198,1,false
41,451,1,false
69,563,0,false
29,452,0,false
33,501,0,false
26,1329,0,false
24,497,1,false
73,241,0,false
46,763,2,false
23,190,1,false
35,242,1,false
49,220,0,false
33,401,0,false
57,900,0,false
61,580,2,true
37,431,2,false
46,571,4,false
25,244,1,true
79,1246,0,false
36,549,3,false
55,594,0,false
68,491,0,false
53,599,0,false
22,816,2,false
68,520,0,false
49,485,0,false
62,495,4,false
58,546,2,false
26,480,3,false
43,505,4,false
31,944,3,false
22,516,0,false
78,1177,2,false
40,195,2,true
29,461,0,true
19,432,0,false
36,576,2,false
47,580,2,false
30,525,0,false
50,245,0,false
52,430,0,false
41,176,0,false
52,738,1,false
28,974,0,false
35,780,0,false
23,497,0,false
29,1219,4,false
49,1258,2,false
50,494,1,false
29,485,0,false
27,154,0,false
30,1313,1,false
29,524,2,true
73,1199,0,false
45,488,3,false
30,503,0,false
20,210,1,false
56,201,0,false
32,494,2,true
48,520,1,false
44,185,0,true
45,1347,0,false
24,1199,0,false
40,485,0,false
53,1041,1,false
76,525,3,false
40,218,1,false
21,546,0,false
22,1321,0,false
24,532,0,false
42,1044,0,false
